"56168","10261661","211204860",NULL
"56169","10261662","211204861",NULL
"56170","10261663","211204880",NULL
"56171","10261664","211204870","0"
"56172","10261665","211202760",NULL
"56173","10261666","211204871","278.85"
"56174","10261667","211204920","440"
"56175","10261668","411206010","220"
"56176","10261669","211205070",NULL
"56177","10261670","211207280",NULL
"56178","10261671","211207883",NULL
"56179","10261672","211204970",NULL
"56180","10261673","211205080",NULL
"56181","10261674","211205040",NULL
"56182","10261675","211205090",NULL
"56183","10261676","211204950",NULL
"56184","10261677","211205100",NULL
"56185","10261678","211205110",NULL
"56186","10261679","211205120","220"
"56187","10261680","211205170",NULL
"56188","10261681","211205180",NULL
"56189","10261682","211205220",NULL
"56190","10261683","211205230","0"
"56191","10261684","211205270","220"
"56192","10261685","211205290","978"
"56193","10261686","211207782",NULL
"56194","10261687","211205310","11"
"56195","10261688","211205340",NULL
"56196","10261689","211205370",NULL
"56197","10261690","211205380","0"
"56198","10261691","211207705",NULL
"56199","10261692","211205390",NULL
"56200","10261693","211205420",NULL
"56201","10261694","211205460",NULL
"56202","10261695","211205480","1285.7"
"56203","10261696","211205490","337.7"
"56204","10261697","211205510",NULL
"56205","10261698","211205530","811.25"
"56206","10261699","211205540","220"
"56207","10261700","211205550",NULL
"56208","10261701","211205560","940.25"
"56209","10261702","211207590",NULL
"56210","10261703","211205661",NULL
"56211","10261704","211205580",NULL
"56212","10261705","211207721",NULL
"56213","10261706","211205600",NULL
"56214","10261707","211205640",NULL
"56215","10261708","211205730","367.15"
"56216","10261709","211207704",NULL
"56217","10261710","211207747",NULL
"56218","10261711","211207771",NULL
"56219","10261712","211207772",NULL
"56220","10261713","314205590","0"
"56221","10261714","211205740","337.7"
"56222","10261715","211200572","0"
"56223","10261716","211205770",NULL
"56224","10261717","111203313",NULL
"56225","10261718","211205780",NULL
"56226","10261719","211205790",NULL
"56227","10261720","211205800","514.25"
"56228","10261721","211205820",NULL
"56229","10261722","211205830",NULL
"56230","10261723","211205840","220"
"56231","10261724","211205440",NULL
"56232","10261725","211205450",NULL
"56233","10261726","211205870","1915.65"
"56234","10261727","211205890",NULL
"56235","10261728","211205900",NULL
"56236","10261729","211205400",NULL
"56237","10261730","211207630",NULL
"56238","10261731","211207769",NULL
"56239","10261732","211207816",NULL
"56240","10261733","211206080","220"
"56241","10261734","211207860",NULL
"56242","10261735","211206210",NULL
"56243","10261736","211207881","220"
"56244","10261737","211206010","220"
"56245","10261738","611202515","0"
"56246","10261739","211206180","220"
"56247","10261740","211207120",NULL
"56248","10261741","211207846",NULL
"56249","10261742","211206240",NULL
"56250","10261743","211207703",NULL
"56251","10261744","211206781","535.15"
"56252","10261745","211207829","0"
"56253","10261746","211206300",NULL
"56254","10261747","211207847","660"
"56255","10261748","211207854",NULL
"56256","10261749","211206260",NULL
"56257","10261750","211206340","220"
"56258","10261751","211207913",NULL
"56259","10261752","211206330",NULL
"56260","10261753","211206170","220"
"56261","10261754","211206390",NULL
"56262","10261755","211206480",NULL
"56263","10261756","211206380",NULL
"56264","10261757","211200671","220"
"56265","10261758","211207500",NULL
"56266","10261759","211206400",NULL
"56267","10261760","211207777",NULL
"56268","10261761","211207861",NULL
"56269","10261762","211206410",NULL
"56270","10261763","211206420","278.85"
"56271","10261764","211206350",NULL
"56272","10261765","211206430","616.6"
"56273","10261766","211206440",NULL
"56274","10261767","211207050",NULL
"56275","10261768","211206470",NULL
"56276","10261769","211207848","220"
"56277","10261770","211200199","360"
"56278","10261771","211206510","528.3"
"56279","10261772","211207862",NULL
"56280","10261773","211206513","0"
"56281","10261774","211207906",NULL
"56282","10261775","211206520",NULL
"56283","10261776","211207520",NULL
"56284","10261777","211207081",NULL
"56285","10261778","211206530","469.45"
"56286","10261779","211207729",NULL
"56287","10261780","211207718","220"
"56288","10261781","211207865","220"
"56289","10261782","211206550",NULL
"56290","10261783","211207440",NULL
"56291","10261784","211207740","220"
